"mel.both_baseMean","mel.both_log2FoldChange","mel.both_padj","mel.both_f.wf","mel.both_m.wf","log2FoldChange.FM"
"FBgn0000257",7.42633920667296,-0.572226052500712,2.25103491659319e-06,7.66162889248096,7.11288657145108,0.572226052500712
"FBgn0000259",9.71198017819396,-0.590229018805212,1.89991205208618e-14,9.97034111403851,9.38419777166442,0.590229018805212
"FBgn0000261",12.4829679868971,0.559893458411793,3.09044720922736e-06,12.1540891988634,12.7273973799554,-0.559893458411793
"FBgn0000273",10.1073362008122,0.235328257410167,0.0945495696687448,9.95079882334449,10.2133766488461,-0.235328257410167
"FBgn0000274",7.87194096917384,5.32638388892222,4.38971915596984e-174,3.60040574155458,8.82234858178953,-5.32638388892222
"FBgn0000276",6.52511893336981,3.57725001808436,0.000675100243965041,1.92446404782029,7.2687528076149,-3.57725001808436
"FBgn0000277",3.45998266745918,2.1692838004897,0.155858406774825,0.9779189465818,3.06956525827146,-2.1692838004897
"FBgn0000279",0.383610067771981,0.301764355789923,0.925955147674106,0.953155018410718,0.322638695489212,-0.301764355789923
"FBgn0000283",9.68574097391623,-1.13678533198233,1.27935200030102e-13,10.0942826103658,9.00610561447513,1.13678533198233
"FBgn0000286",8.6220884795493,0.193099078273808,0.168059028034652,8.48688203187761,8.71199163396215,-0.193099078273808
"FBgn0000287",8.17971902270905,3.41138466390206,1.67141879775766e-36,5.55895620550746,8.94789973639121,-3.41138466390206
"FBgn0000289",9.84357313146015,-0.481242949925102,9.16806473037562e-06,10.0516867821923,9.57226446127803,0.481242949925102
"FBgn0000299",11.7125463370706,-0.694935998935331,1.77579590263073e-05,11.9715394448771,11.3098173415816,0.694935998935331
"FBgn0000303",6.95656415992562,1.082507531261,2.22338329730904e-08,6.24274712789582,7.3780198527167,-1.082507531261
"FBgn0000307",9.19178321779805,-1.24984452186841,7.18992913026855e-11,9.60008408631503,8.43310950238847,1.24984452186841
"FBgn0000308",11.2989023346886,-0.0985676786591088,0.350452084544497,11.3404640347938,11.2369605692788,0.0985676786591088
"FBgn0000316",8.21795026070759,-1.37177887681574,7.44480525617043e-42,8.73202937788364,7.37809507285287,1.37177887681574
"FBgn0000317",8.72687510901066,-0.226104533914138,0.103731402356754,8.81432654601836,8.59304929619418,0.226104533914138
"FBgn0000318",9.49879236366114,0.194852053907825,0.0630705239563395,9.38656759090275,9.58498907708658,-0.194852053907825
"FBgn0000319",11.7838132895237,-0.391245798837335,3.57591828008264e-07,11.957448888112,11.5732680199396,0.391245798837335
"FBgn0000320",7.36503722529256,0.0857354106536202,0.442307085180454,7.31648536532475,7.39814015922713,-0.0857354106536202
"FBgn0000326",7.63283986386209,-0.299526654083514,0.00756920528289609,7.76414227125018,7.46588548194835,0.299526654083514
"FBgn0000330",7.32812338786478,-0.357210469602129,0.00012318286876698,7.48911114245134,7.13665810443663,0.357210469602129
"FBgn0000337",1.3906566518022,1.80702571585911,0.0676465449497304,0.55868335628421,1.68291053285037,-1.80702571585911
"FBgn0000339",8.23196225157439,0.0730044556570773,0.550957895077851,8.17870452951311,8.26148799872859,-0.0730044556570773
"FBgn0000346",9.40061133450144,1.31534814998506,6.48399736729551e-21,8.56230472837021,9.90290984599314,-1.31534814998506
"FBgn0000351",6.46351191642726,-5.36331987396773,7.2019281352489e-30,7.06477133106753,2.29322960199467,5.36331987396773
"FBgn0000352",7.64060158198716,-1.1888799940915,4.24955217302116e-08,8.01035339681387,6.92603329348965,1.1888799940915
"FBgn0000355",6.72072693893492,-3.75358903816515,0.0011168185588651,7.0221817240812,2.44377198986523,3.75358903816515
"FBgn0000356",3.06732116212959,-5.63158486800405,3.30560557002072e-05,3.9210497581051,0.250142556477904,5.63158486800405
"FBgn0000357",2.91677636519066,-0.707287184839632,0.250113625796244,3.77436878915472,2.43415673845474,0.707287184839632
"FBgn0000358",6.32885228270365,-9.07752550951329,2.43477813887096e-10,6.33038611851924,0.244936654490458,9.07752550951329
"FBgn0000359",11.706924727758,-12.8994641852606,4.88815175117487e-16,8.87060199402508,0.699943762459182,12.8994641852606
"FBgn0000360",12.2136711922078,-12.366109863909,2.27445523904861e-21,9.13392224900768,1.37083891357711,12.366109863909
"FBgn0000370",10.0611262619119,0.382011161374361,0.00575655504256615,9.82210631347727,10.2334461388919,-0.382011161374361
"FBgn0000376",8.07092393902957,-1.92919696042553,1.32357347467146e-23,8.67084766002855,6.78851544210199,1.92919696042553
"FBgn0000377",7.90417343494313,-0.703853090331358,6.44472666790582e-13,8.20164402707834,7.50778253135112,0.703853090331358
"FBgn0000382",9.87552134528263,-0.124301882459084,0.553166759046223,9.90442556744796,9.75544787662401,0.124301882459084
"FBgn0000384",6.45200550986337,-1.31280067069139,5.15959994044993e-09,6.87225648007255,5.64514725708668,1.31280067069139
"FBgn0000394",8.09777453241749,0.153656371367138,0.158985888708292,8.00095178621994,8.17108373093711,-0.153656371367138
"FBgn0000395",7.19486747382467,0.69717538987321,0.00035870551813527,6.7793971927979,7.44637034795903,-0.69717538987321
"FBgn0000404",10.9051188608835,-3.7663623918398,6.28926010309172e-106,11.7527786341257,8.01887596752374,3.7663623918398
"FBgn0000405",12.0560350276395,-4.14905376528982,9.45825610860658e-116,12.921665106099,8.80239932958367,4.14905376528982
"FBgn0000406",11.3253879966986,0.980234947916429,7.07332248275584e-08,10.6868143828579,11.7195471502217,-0.980234947916429
"FBgn0000411",5.72190568472359,2.01666814110242,6.95375129521917e-16,4.36940638430769,6.32874428710603,-2.01666814110242
"FBgn0000412",9.89270405383216,-0.581792276746022,2.57566350113525e-06,10.1333017364454,9.56181825657375,0.581792276746022
"FBgn0000414",9.35880169234633,0.173524520050016,0.167963490657535,9.2409545230878,9.44053681999064,-0.173524520050016
"FBgn0000416",12.9540308046759,0.218371151480566,0.00104351521933692,12.8367891719509,13.0558299366762,-0.218371151480566
"FBgn0000422",8.59528021774456,0.889125358911896,1.67731948235266e-07,8.01951165857868,8.96740496522729,-0.889125358911896
"FBgn0000426",6.84826358901978,-1.53940447271872,2.68771246427227e-14,7.35506983881862,5.87022587982854,1.53940447271872
"FBgn0000427",12.1705772320474,-9.71655033377538,1.08970700391499e-46,12.2229927810957,3.40316416414714,9.71655033377538
"FBgn0000439",4.70625321096392,0.706782379072914,0.0174127439732272,4.13590636346601,5.00060286021335,-0.706782379072914
"FBgn0000442",6.33361937337448,0.377212407613564,0.0211354233719592,6.10848108029697,6.48938584511104,-0.377212407613564
"FBgn0000447",9.47256293627445,1.08160734067398,1.1542139877145e-24,8.81817323305568,9.90692203606219,-1.08160734067398
"FBgn0000448",3.8066481828052,0.909143792647669,0.0687559373687242,2.97511153471309,4.05158841581205,-0.909143792647669
"FBgn0000449",1.81025235987331,-4.0316429153175,0.00061380970407936,2.1228607523613,0.185466152081967,4.0316429153175
"FBgn0000451",5.81331406272564,0.493678939273712,0.00984974046484094,5.90498071908227,6.00062654600466,-0.493678939273712
"FBgn0000454",10.6379838677465,-0.78740475133848,1.85782144138602e-17,10.9666283962432,10.1870060758781,0.78740475133848
"FBgn0000455",8.70816877719604,-0.0102274653543636,0.919714685476377,8.70487079162113,8.69822698978399,0.0102274653543636
"FBgn0000459",5.40320114954663,0.629868358345505,0.0193249734581429,4.93763233521252,5.64626827187118,-0.629868358345505
"FBgn0000463",7.20179552336204,-2.3082945968441,1.38446712094446e-18,7.82220939442491,5.59683403623316,2.3082945968441
"FBgn0000464",4.9530115617328,0.274154562611891,0.208782537013866,4.77796716407991,5.05852492651848,-0.274154562611891
"FBgn0000473",8.79818196142639,0.943418573024464,0.0576661104582652,7.89716878956825,8.9862881223094,-0.943418573024464
"FBgn0000477",7.92175458916487,0.243501075815222,0.165670781148618,7.74585742482016,8.0249610668024,-0.243501075815222
"FBgn0000479",9.37767731765956,0.453512341289522,0.0001586047649536,9.11298255488549,9.57691001894887,-0.453512341289522
"FBgn0000482",7.56110563319614,-0.177321588635439,0.0907202732225788,7.64129746288728,7.46071587720533,0.177321588635439
"FBgn0000489",9.91516051116127,1.38943642756404,5.13655043097735e-20,9.0068739740829,10.4456059313938,-1.38943642756404
"FBgn0000490",7.16277352278479,0.325788319948371,0.101135386050121,6.93095342164923,7.29400304630228,-0.325788319948371
"FBgn0000492",5.54165347841433,1.07092730328976,2.53914945949423e-07,4.88662753140503,5.93605253095439,-1.07092730328976
"FBgn0000499",8.66768231016958,0.793726267031457,5.57005613026623e-10,8.18594656147741,9.00640492312061,-0.793726267031457
"FBgn0000500",6.2850328501427,1.14339452150766,2.29723097846003e-07,5.56733428840476,6.67846063960104,-1.14339452150766
"FBgn0000504",8.36226181173059,1.49101704643984,2.3722107837601e-20,7.41435725469903,8.88443602809197,-1.49101704643984
"FBgn0000520",6.59798972657873,-0.841773406841771,9.65709405850381e-07,6.91019437069988,6.11569936521945,0.841773406841771
"FBgn0000524",7.49507859027225,-2.10114084592651,3.43250835959712e-32,8.13626339065823,6.10025572843601,2.10114084592651
"FBgn0000527",7.91772262341413,0.9236847321501,6.7976266823576e-09,7.35336953128212,8.28282977019778,-0.9236847321501
"FBgn0000529",2.98339258673541,0.779311575870253,0.22658462847059,2.11348224253781,3.00836006769032,-0.779311575870253
"FBgn0000533",7.113978194285,-1.52038126370302,2.59954881291982e-22,7.65760979467282,6.14309457666111,1.52038126370302
"FBgn0000535",6.79414318016353,0.820250148732893,0.000326170123823603,6.28563836193984,7.06972849642148,-0.820250148732893
"FBgn0000536",9.9790463597996,0.275222459395886,0.000996418290099559,9.82717641584101,10.1056964014725,-0.275222459395886
"FBgn0000541",10.5309978999141,-0.621193364401378,0.00230891360400239,10.7114335783388,10.1834775481705,0.621193364401378
"FBgn0000542",6.15819460186631,0.03468253333956,0.890991144066721,6.06836208246511,6.15213303744856,-0.03468253333956
"FBgn0000543",7.98229017121749,-0.200842658473467,0.0126701395925109,8.07623719227135,7.87489913225892,0.200842658473467
"FBgn0000546",8.00196372320168,-0.651775443375359,2.64238306667103e-05,8.24674309403174,7.6342191005171,0.651775443375359
"FBgn0000547",9.20906211989928,-0.89579333927074,1.39294562907591e-05,9.50184322755061,8.67490241944739,0.89579333927074
"FBgn0000551",1.68260498219164,0.497143345810669,0.679844541136863,0.998441818544429,1.55738733670332,-0.497143345810669
"FBgn0000557",10.7091706190109,0.971803143522508,1.65406216582107e-08,10.0794625210485,11.1062984528548,-0.971803143522508
"FBgn0000559",15.0657814005658,-0.88107067405851,2.97374727299307e-32,15.4309373372102,14.5578873377991,0.88107067405851
"FBgn0000560",3.90184726404507,2.00974617690392,6.26488731107301e-08,2.43443846390291,4.50986767587994,-2.00974617690392
"FBgn0000562",9.65905182561845,-0.341777858896317,0.00503318726752496,9.80267400768834,9.46574114217467,0.341777858896317
"FBgn0000564",2.0377572362804,0.0569289211453685,0.975419229841711,1.40150680553526,0.934914637700083,-0.0569289211453685
"FBgn0000565",8.6498482298338,0.103677105267518,0.659534194588533,8.54112832821962,8.64713319966231,-0.103677105267518
"FBgn0000566",9.2334859057018,-1.07616667081154,4.3265889865471e-16,9.65639813184249,8.57830697323949,1.07616667081154
"FBgn0000567",7.07421419629258,0.122044842387139,0.524188863391993,6.9618997907312,7.12080018397407,-0.122044842387139
"FBgn0000568",9.06632176153093,0.230517609821393,0.133261139263302,8.91596456367009,9.15966838683264,-0.230517609821393
"FBgn0000575",9.22308086929269,-0.00433262830949878,0.970773949774919,9.21870786127193,9.20864716987621,0.00433262830949878
"FBgn0000576",4.22276355599922,0.346397289475579,0.206813676628913,3.98008782638665,4.36400287992785,-0.346397289475579
"FBgn0000577",4.78931377819772,2.61671837879203,6.45051862418936e-10,2.83382502947873,5.40097899192811,-2.61671837879203
"FBgn0000578",8.09205772778445,-0.793526650072612,1.38256531748597e-10,8.41010864346901,7.63727888680534,0.793526650072612
"FBgn0000579",13.4833825475289,0.0350607534261123,0.712121032951562,13.4585443334524,13.4948092585841,-0.0350607534261123
"FBgn0000581",9.88574989421397,-0.767862963550741,9.98460933243087e-06,10.1509541061343,9.44937697478213,0.767862963550741
"FBgn0000588",6.8150109769389,-1.77359236802954,3.1522874041083e-12,7.36090689875012,5.60660366721004,1.77359236802954
"FBgn0000592",11.7051442263993,2.3660609611119,1.28631118510401e-48,10.0712100875875,12.3990486195164,-2.3660609611119
"FBgn0000594",2.34850997591174,1.9209708395831,0.00670729375438849,1.10339776813671,2.76151051122459,-1.9209708395831
"FBgn0000606",1.39040102640874,1.12469824702504,0.292878874151496,0.678960151731697,1.48938565422298,-1.12469824702504
"FBgn0000611",9.16993764983191,-0.280608502723735,0.00364613294236626,9.28974500987476,9.01994547300494,0.280608502723735
"FBgn0000615",12.3559179893738,2.12186482279138,6.14997305806519e-25,10.8321436953368,13.0496710044321,-2.12186482279138
"FBgn0000617",6.74143139751783,-0.828798664271324,8.10693613436838e-11,7.0873817156,6.25305550555939,0.828798664271324
"FBgn0000618",5.73859635856934,-0.747865089143939,0.000297166326133634,6.00130758667571,5.30641831014662,0.747865089143939
"FBgn0000625",4.36859346313767,1.20704138457818,2.52383741215062e-06,3.56006002700532,4.82798655028708,-1.20704138457818
"FBgn0000629",7.66270887873831,-0.923681805243867,1.88031182857562e-14,8.02940931087514,7.12858950880518,0.923681805243867
"FBgn0000633",6.35207784281375,0.968435835083154,1.89051951959264e-05,5.72961403242715,6.70903530729781,-0.968435835083154
"FBgn0000635",9.11545022583501,0.387886697518762,0.0095054704734309,8.880806899318,9.27626319475641,-0.387886697518762
"FBgn0000636",8.57919300041045,0.179003113086388,0.369029665463632,8.43405404076584,8.63921947210778,-0.179003113086388
"FBgn0000640",1.28536516288618,-0.421021648164023,0.762059264263148,0.9388367043779,0.940561982185899,0.421021648164023
"FBgn0000644",3.35255827175691,-2.31527003763719,0.00281002117519038,4.24662863009255,1.9035638322299,2.31527003763719
"FBgn0000658",4.14962504620125,-0.00638428647906853,0.986865302661308,4.04489776623498,4.07783018761197,0.00638428647906853
"FBgn0000659",7.69724627423022,0.76148898116268,9.20415466302398e-06,7.2254218382947,8.00166516312112,-0.76148898116268
"FBgn0000662",8.71983796067551,-0.622247502986851,3.71252486899836e-08,8.97518343259277,8.37342714173225,0.622247502986851
"FBgn0000667",11.8641186899448,0.579879637543809,0.000119405036106646,11.509247919549,12.1097730691167,-0.579879637543809
"FBgn0000709",8.51298504014894,-1.017227924521,8.50639997904794e-28,8.92322219278045,7.91372341977913,1.017227924521
"FBgn0000711",8.79161075362655,0.280405110516501,0.0322492537457627,8.61510569327874,8.91857372729076,-0.280405110516501
"FBgn0000715",6.36283349397797,1.21355957875957,1.19240092288391e-08,5.58498256977053,6.80014862653056,-1.21355957875957
"FBgn0000719",8.41718434485592,-1.15949628741299,1.25959156093632e-19,8.85611018688205,7.72081835402237,1.15949628741299
"FBgn0000721",10.5798511451925,-0.279299692523358,0.0605454330691954,10.6722749499884,10.4280006961108,0.279299692523358
"FBgn0000723",9.23884250185633,0.881855452754166,1.15976864679294e-11,8.70657579346258,9.60134010260915,-0.881855452754166
"FBgn0000808",3.94853321975125,-4.12854184703642,6.31265870876862e-17,4.7579439751305,1.23797353908481,4.12854184703642
"FBgn0000810",7.98112363223453,-1.60523853890288,1.59899598045394e-30,8.53953963077524,6.96383014632266,1.60523853890288
"FBgn0000826",6.71554290576687,-5.18899981264537,2.41621470096106e-44,7.50391538667993,2.61911405510997,5.18899981264537
"FBgn0000927",8.87697574789773,-6.52090989681712,1.20612420577408e-92,9.78507682566461,3.21803028462675,6.52090989681712
"FBgn0000928",4.80048148015991,0.119398802596238,0.728249601805863,4.52424123765347,4.83924410376025,-0.119398802596238
"FBgn0000964",7.54468754460577,-4.36682148011042,4.13691140893347e-85,8.41308754433398,4.15773461299326,4.36682148011042
"FBgn0000996",8.54616662830263,-3.41192012043982,1.82552690320849e-34,9.24576582420212,5.98799658012196,3.41192012043982
"FBgn0001075",5.13601867864264,1.350139440504,6.986154893185e-06,4.23972203070903,5.55525314190787,-1.350139440504
"FBgn0001077",3.07211748127751,6.29010659998881,2.17330669082232e-13,0,3.83909785220754,-6.29010659998881
"FBgn0001078",8.29815339047201,-1.48598973695253,1.09561944557647e-25,8.82964129626764,7.35772932947227,1.48598973695253
"FBgn0001079",6.6337969501927,-1.09239226061279,5.26834814239077e-09,7.02974715194918,5.97111564228549,1.09239226061279
"FBgn0001083",5.69020270463165,0.791519899832925,0.00324346190232988,5.10070493975327,6.00789281791181,-0.791519899832925
"FBgn0001084",5.1599605558386,-0.437310562749652,0.079331568728856,5.26495742162551,4.91672842543252,0.437310562749652
"FBgn0001085",7.04821313844726,-2.58613509078802,8.71251933516132e-23,7.70513833760431,5.21205537528301,2.58613509078802
"FBgn0001086",7.95341823528629,-1.09437005464805,0.000986879651265819,8.13777167102733,7.26964752968994,1.09437005464805
"FBgn0001087",8.59610292564766,-0.755415621227054,1.99886655075479e-06,8.88308112312088,8.156184410243,0.755415621227054
"FBgn0001089",8.00607297357622,0.517884507802261,0.0509929322088866,7.6552930617302,8.14179350282019,-0.517884507802261
"FBgn0001090",10.4171621128916,0.797942652680089,6.09879530581746e-07,9.91882017333374,10.7470723390035,-0.797942652680089
"FBgn0001091",14.025300607695,-0.0230259880662019,0.893350671221414,13.9996157764187,14.0013720922994,0.0230259880662019
"FBgn0001092",12.8238834912808,-0.581511363984662,1.26101270588422e-12,13.0763220175108,12.5006482529086,0.581511363984662
"FBgn0001098",11.7342052951139,-0.140663140279685,0.219467527583746,11.7915198489216,11.649779318417,0.140663140279685
"FBgn0001099",5.0636772836433,3.46206589531822,5.54423118691116e-36,2.47169798292586,5.90333211240617,-3.46206589531822
"FBgn0001104",8.85305682656086,-1.22840270780295,2.67506258648678e-22,9.32728915336204,8.0910675618566,1.22840270780295
"FBgn0001105",10.1688674448818,-0.38996017137301,9.43533238595936e-06,10.3370280895213,9.96053134326624,0.38996017137301
"FBgn0001108",9.58591376873917,-0.23436318248988,0.0142167177357265,9.68637694923544,9.46002786894358,0.23436318248988
"FBgn0001112",8.90415376954504,4.15330028552333,3.04992269056476e-94,5.62859257011773,9.78538365259792,-4.15330028552333
"FBgn0001114",10.0819618477498,-0.52771179647348,0.0050112026477578,10.2750551701131,9.7584801708758,0.52771179647348
"FBgn0001120",8.65068179706934,-8.71466093783445,4.27958684884916e-103,9.60430229639649,1.48103662092648,8.71466093783445
"FBgn0001122",9.08614707257257,0.314832805776175,0.0332926608654512,8.90096384094183,9.20890100392341,-0.314832805776175
