"mel.both_baseMean","mel.both_log2FoldChange","mel.both_padj","mel.both_m.WF","mel.both_m.RE","log2FoldChange.maleREWF"
"FBgn0000244",10.0155047706279,-0.736485511259992,4.45514999167564e-09,9.59241798373068,10.3105343215218,0.736485511259992
"FBgn0000246",4.52261064867336,0.688109367810022,0.00581430169210521,4.77298389402687,4.05697031755634,-0.688109367810022
"FBgn0000247",8.66284164781555,0.28657817330384,3.38332791173913e-05,8.80015441661372,8.49926012887987,-0.28657817330384
"FBgn0000250",9.97428542932382,-0.306466003255493,0.0385050137048164,9.80598051628436,10.0769429812654,0.306466003255493
"FBgn0000251",7.15281639751981,3.97780290089927,0.0156526707523271,8.04349007908016,0.879999531458792,-3.97780290089927
"FBgn0000253",11.802853324346,0.581861541650097,5.79152282095188e-10,12.0587135921772,11.4696322127082,-0.581861541650097
"FBgn0000256",10.087431928505,2.88041039167564,1.45193659975464e-11,10.901316547241,7.43722166023136,-2.88041039167564
"FBgn0000257",6.75497426333208,0.0452766988896919,0.686968470801147,6.76789374427078,6.72024662020354,-0.0452766988896919
"FBgn0000259",9.23790544146124,-0.368770288823089,4.41285802303391e-08,9.03694953911331,9.40635619391967,0.368770288823089
"FBgn0000261",11.793500305322,1.62759409578702,1.60597769712642e-73,12.3796177276405,10.7533173169421,-1.62759409578702
"FBgn0000273",9.96530995461441,-0.175042660373751,0.1570182191168,9.86587222780529,10.0264822973777,0.175042660373751
"FBgn0000274",7.58133852352193,3.8821963191965,0.0108619567534893,8.47538042880817,1.32025988800364,-3.8821963191965
"FBgn0000276",10.0750020563118,-3.93442722848761,6.50098402966723e-41,6.9237916009048,10.8950740576792,3.93442722848761
"FBgn0000277",6.65500924910075,-3.85852114192152,1.80150685963219e-05,2.82146396578927,6.49716810847069,3.85852114192152
"FBgn0000283",8.81860641205441,-0.293639927678118,6.85092767018878e-05,8.65903438164541,8.95239704292695,0.293639927678118
"FBgn0000286",8.32195892833916,0.0926419079761474,0.331746860272831,8.36509387197343,8.25820656479,-0.0926419079761474
"FBgn0000287",7.71702859482186,6.11399053217108,1.11409946267574e-13,8.60089556174826,1.34511048992764,-6.11399053217108
"FBgn0000289",9.31032405636528,-0.149887090960349,0.0959181008542061,9.22494346249415,9.37532624738842,0.149887090960349
"FBgn0000299",10.4470942559182,1.3797779387245,1.49898555310079e-19,10.9621363050086,9.56001334260003,-1.3797779387245
"FBgn0000303",6.07611647357862,6.28598479553788,1.36110284716283e-41,7.03256233914587,0.775964871955987,-6.28598479553788
"FBgn0000307",8.24654900234168,-0.291102526648349,0.00285142423307616,8.08641285431948,8.37315624759512,0.291102526648349
"FBgn0000308",10.998287719103,-0.191864339050077,0.404048208268842,10.889285996847,10.9809203143796,0.191864339050077
"FBgn0000316",7.46400241688641,-0.752469672885462,8.23413447566672e-10,7.03264006400271,7.76783425700113,0.752469672885462
"FBgn0000317",8.94156487980738,-1.13317835818739,5.8005726285148e-15,8.2462527801453,9.37235178111384,1.13317835818739
"FBgn0000318",9.03932742854915,0.446322623192401,1.02616950929041e-05,9.2376673367859,8.78473870367985,-0.446322623192401
"FBgn0000319",11.5253558976837,-0.54491611287515,1.81558851006425e-14,11.2255589934599,11.7634152210804,0.54491611287515
"FBgn0000320",6.18113807335858,3.64035444173676,5.2289351107577e-05,7.05264619838242,1.68780777669113,-3.64035444173676
"FBgn0000326",6.73501628858284,0.94170009895381,3.09634905002709e-12,7.12029417479302,6.15224623066856,-0.94170009895381
"FBgn0000330",7.33583358545087,-0.93475766924732,2.29938740024649e-17,6.79161926763176,7.70848096302515,0.93475766924732
"FBgn0000337",1.2298031871446,1.40210265234111,0.127967247863648,1.46295812701561,0.462972711648637,-1.40210265234111
"FBgn0000339",7.5796260462543,0.792884762393036,2.48529116619485e-07,7.91494248771842,7.07312895577114,-0.792884762393036
"FBgn0000346",8.67834892370279,3.62308137999081,1.38411460916738e-07,9.55548394080317,4.4225828560282,-3.62308137999081
"FBgn0000351",2.75558353111713,-1.37106866828077,0.00270826250139033,2.02785631315396,2.93639366419437,1.37106866828077
"FBgn0000352",6.08152418308571,1.29052824437632,1.40322224341364e-09,6.58143422502821,5.17248918192408,-1.29052824437632
"FBgn0000355",2.979950138667,2.2933947114329,0.176523168752052,2.28500983295587,0.945051016067364,-2.2933947114329
"FBgn0000357",1.74206124732048,2.0933093896256,0.00497595243123462,2.16312170965865,0.674515860766923,-2.0933093896256
"FBgn0000370",10.1768962691826,-0.521528369945355,0.000188934534368411,9.88593591886903,10.3770346739621,0.521528369945355
"FBgn0000376",6.42908946868503,0.075909312048035,0.628955199387658,6.4442965707754,6.36383445275362,-0.075909312048035
"FBgn0000377",7.46071326540247,-0.540399858981264,1.88626119533899e-09,7.16211730839916,7.69438736973632,0.540399858981264
"FBgn0000382",9.57986923134246,-0.228594573899269,0.208031008915868,9.40807719852787,9.66916614147896,0.228594573899269
"FBgn0000384",5.68579773736861,-0.66692485358192,1.56199051967434e-05,5.30518278765591,5.94536632701883,0.66692485358192
"FBgn0000394",7.56034179434952,0.602409654052539,1.47138474031338e-05,7.8246166947193,7.19128764013731,-0.602409654052539
"FBgn0000395",6.74844062754997,0.976095877263431,2.51537350985087e-05,7.10084912232512,6.11491588356395,-0.976095877263431
"FBgn0000404",6.81401759865812,3.57213380565496,7.88547229477698e-05,7.67256902662417,2.25552044498622,-3.57213380565496
"FBgn0000405",7.58147096674668,3.85344934993184,0.00113633519754125,8.45545329650581,1.92699943245189,-3.85344934993184
"FBgn0000406",10.6897814697456,2.08414477882956,4.37142208119102e-54,11.3718260741465,9.26913432474981,-2.08414477882956
"FBgn0000411",5.16126194952411,3.79128713513056,9.40600159646882e-05,5.98591894682076,1.01490323879615,-3.79128713513056
"FBgn0000412",9.28436594830646,-0.121996925988476,0.235315315026832,9.21450149071996,9.33069360420845,0.121996925988476
"FBgn0000414",8.93905455207885,0.33733095824526,0.00246985617145517,9.09326744673185,8.7383591084229,-0.33733095824526
"FBgn0000416",13.1833275868262,-0.828625409655541,1.54792865109002e-14,12.7080379325445,13.5155146794637,0.828625409655541
"FBgn0000422",7.75380348076202,3.43569415974273,1.01836177903098e-128,8.6203581172325,5.10076172958744,-3.43569415974273
"FBgn0000426",5.82368672090464,-0.532342236287929,0.000604166912078468,5.52920730878007,6.03465534130078,0.532342236287929
"FBgn0000427",2.53184538390591,3.00787169470182,9.38195874478136e-05,3.09590191732973,0.584648946815254,-3.00787169470182
"FBgn0000439",3.75386970984861,5.96893290956444,2.75446142592892e-15,4.66528751549929,0.188199003438467,-5.96893290956444
"FBgn0000442",5.18997916838614,7.85091444117369,8.71833673216729e-26,6.14597314567033,0.16190660203656,-7.85091444117369
"FBgn0000447",9.20024995659334,0.858245752323348,1.65944215478881e-16,9.55949513326825,8.69184975364107,-0.858245752323348
"FBgn0000448",3.00446218349276,3.87335486479154,6.69720312384463e-08,3.72894938165325,0.508582394562103,-3.87335486479154
"FBgn0000451",5.00934995524651,2.17204635082435,3.18749438958562e-19,5.65904881626554,3.59086789675833,-2.17204635082435
"FBgn0000454",11.0238711982758,-1.82073765767684,1.92673850015778e-28,9.83950625574084,11.6043344761487,1.82073765767684
"FBgn0000455",8.40954830069817,-0.10408947165264,0.255436809817536,8.35133917977327,8.44939273249542,0.10408947165264
"FBgn0000459",5.3612314055139,-0.0277357277495579,0.884071183064396,5.3066354652982,5.35738887012984,0.0277357277495579
"FBgn0000463",4.68151521423206,1.8486246525995,1.79162016054943e-05,5.2575776931995,3.06811211516722,-1.8486246525995
"FBgn0000464",4.31097077462499,1.14888229598071,7.33107216203515e-05,4.72260989655939,3.51252198357719,-1.14888229598071
"FBgn0000473",7.96663601774448,3.66765754032034,9.86475024515837e-18,8.63937518404073,4.94144995033283,-3.66765754032034
"FBgn0000477",7.09619719684755,1.66280374934493,1.15780286953594e-21,7.67865996125914,5.99213411848358,-1.66280374934493
"FBgn0000479",8.94344282534548,0.680986309217297,9.81774208666164e-12,9.2295930990658,8.55893703343506,-0.680986309217297
"FBgn0000482",7.92839961696223,-1.32495391798947,9.2652816260881e-33,7.11511021483013,8.42366419152552,1.32495391798947
"FBgn0000489",9.60473272747176,1.25292059484817,3.25160054485764e-50,10.0980502726547,8.82803496682632,-1.25292059484817
"FBgn0000490",7.38532035047693,-0.739138033420876,2.73386155445662e-07,6.94870386625775,7.6861181317442,0.739138033420876
"FBgn0000492",6.51626233759279,-1.44241995609326,2.83288118862957e-16,5.59476409113734,7.02414255365439,1.44241995609326
"FBgn0000499",8.14630327030513,1.32883641189999,3.36224646494793e-30,8.65933087978683,7.30442454334478,-1.32883641189999
"FBgn0000500",5.43445896549474,6.0573668570316,8.08471446049239e-27,6.33463890669069,0.906528376753424,-6.0573668570316
"FBgn0000504",8.38327069537349,0.423916526715194,0.00943838697475857,8.53746609306291,8.14117187382002,-0.423916526715194
"FBgn0000520",5.94050126679365,-0.293886940694478,0.0356801404571147,5.77356208006641,6.05454091130775,0.293886940694478
"FBgn0000524",6.33596442278845,-0.99359967579134,2.74867856628137e-16,5.75820645510444,6.728119729402,0.99359967579134
"FBgn0000527",7.02990689912147,4.37354161262495,5.41467856829292e-94,7.93626183163994,3.63792857238159,-4.37354161262495
"FBgn0000529",2.15225080296025,4.86368732057855,3.7894354443739e-08,2.73457118165577,0,-4.86368732057855
"FBgn0000533",5.12689951995821,2.23553326433239,2.74169778769281e-19,5.80101857931675,3.53609361298128,-2.23553326433239
"FBgn0000535",5.82254622863065,6.35658176916708,3.62660639765056e-26,6.72495210777354,0.544317372102972,-6.35658176916708
"FBgn0000536",9.94727487954266,-0.346334686365124,5.42449779723215e-06,9.7582162302334,10.1038406106293,0.346334686365124
"FBgn0000541",9.65376172324177,0.398552645406301,0.0026310966295777,9.83597793201162,9.40567066752903,-0.398552645406301
"FBgn0000542",6.08851878386232,-0.4629379667106,0.0245401994233077,5.80998911721253,6.24148907920399,0.4629379667106
"FBgn0000543",7.26201167949372,0.591166835479631,4.02795356697589e-08,7.52873978106649,6.90392980496452,-0.591166835479631
"FBgn0000546",7.43455953105347,-0.253219203268244,0.0096793839977062,7.28836785059179,7.55208906699128,0.253219203268244
"FBgn0000547",9.06098424788122,-1.19168864924328,2.63723781821908e-22,8.32803649748451,9.52182702631656,1.19168864924328
"FBgn0000551",1.00043689484298,3.08120518831068,0.00429832600745514,1.36920712835766,0,-3.08120518831068
"FBgn0000557",9.85413098766633,4.05593655318571,7.71713543705875e-61,10.7586406387268,6.57513137833257,-4.05593655318571
"FBgn0000559",15.006389107039,-1.30471756142322,3.33938576191075e-60,14.2100654822123,15.5035913173153,1.30471756142322
"FBgn0000560",3.3669614770453,3.52252981940182,8.82076059288015e-11,4.17949440119114,0.646385082430824,-3.52252981940182
"FBgn0000562",9.27418499659983,-0.274638529735433,0.0626641109797363,9.11846204865299,9.36909332231388,0.274638529735433
"FBgn0000564",1.16495516861184,3.38425925501485,0.284371852238569,0.85509857559224,0,-3.38425925501485
"FBgn0000565",8.05578686361581,0.683834356900557,0.0029635751273023,8.30032635435298,7.60712446025812,-0.683834356900557
"FBgn0000566",9.18889058580585,-1.49551092264951,1.79135326873685e-18,8.23152550359824,9.70801085717916,1.49551092264951
"FBgn0000567",6.97662405053985,-0.366559878391443,0.0151254919919254,6.77580720058224,7.11074632477919,0.366559878391443
"FBgn0000568",9.00086720720283,-0.329636582249093,0.0654148861876747,8.81252026871201,9.09777738008031,0.329636582249093
"FBgn0000575",8.73861190157126,0.280267326747924,0.0713739183629983,8.86147484652708,8.54845339264775,-0.280267326747924
"FBgn0000576",3.36992930735112,2.47378528895018,9.26878837258192e-10,4.0353454141414,1.77564942712856,-2.47378528895018
"FBgn0000577",6.37717867828551,-1.83367683248879,1.49118522902653e-07,5.06360726720109,6.8729226562211,1.83367683248879
"FBgn0000578",7.42225028829122,-0.242231110847179,0.229058601376236,7.29142333603075,7.45255799529529,0.242231110847179
"FBgn0000579",12.721660627202,1.05474187249894,2.98142887448e-29,13.1470054456775,12.0883237963942,-1.05474187249894
"FBgn0000581",9.15559353367292,-0.100517705532553,0.325611036863193,9.10210356258793,9.18624342948788,0.100517705532553
"FBgn0000588",4.59373040083748,2.49247771092045,7.0043694160987e-12,5.26711642679701,2.60240457952493,-2.49247771092045
"FBgn0000592",14.8349088947818,-3.62168444125425,1.78927750393469e-81,12.0512857325434,15.6839591213077,3.62168444125425
"FBgn0000594",4.25811371456104,-2.62550012862544,2.19954967766641e-08,2.47391222791583,4.70897173649346,2.62550012862544
"FBgn0000606",0.985577373191077,2.5946329476172,0.0074243013627192,1.29382692188937,0.172696909086471,-2.5946329476172
"FBgn0000611",8.96670314835451,-0.529342651753879,9.25656002060847e-08,8.67286706842081,9.1917217760507,0.529342651753879
"FBgn0000615",11.8014733592051,3.89974844588005,0.00203139856840012,12.7018791896204,4.1245621139222,-3.89974844588005
"FBgn0000617",6.3773234862577,-0.792857182336272,3.90836625014456e-09,5.91039651121504,6.70194944788833,0.792857182336272
"FBgn0000618",5.82467881299643,-1.40131972271598,6.04282585379981e-21,4.96859134734421,6.32660125320274,1.40131972271598
"FBgn0000625",5.42320288012281,-1.50072279852614,1.21577066736131e-05,4.4941293730443,5.74215844097885,1.50072279852614
"FBgn0000629",7.15068779047029,-0.672182506028813,2.46871338521237e-14,6.78357804765965,7.43146893808914,0.672182506028813
"FBgn0000633",5.66461747468616,2.45319979009525,3.87464712897733e-12,6.36504953924965,3.76172649597964,-2.45319979009525
"FBgn0000635",8.61607876251016,0.768439693677459,1.1464657072155e-08,8.92906460660473,8.16414490027609,-0.768439693677459
"FBgn0000636",8.71736000705767,-0.716844635886491,0.00997926011714889,8.29237931305011,8.86725710282201,0.716844635886491
"FBgn0000644",2.10322668429723,-0.821682328967645,0.169064079072642,1.66770371541395,2.01370758541636,0.821682328967645
"FBgn0000658",3.80821798253612,0.0301098794463506,0.926338225710196,3.75443416259478,3.68388285696154,-0.0301098794463506
"FBgn0000659",6.68554367120481,9.74525925726904,5.19962454792747e-39,7.65537436370703,0,-9.74525925726904
"FBgn0000662",8.15218042802097,-0.225821723235571,0.00695669466158465,8.02677730847985,8.25536708422876,0.225821723235571
"FBgn0000667",11.1487090724081,1.77619896132415,1.2413748224971e-40,11.7620252798608,9.97973584863826,-1.77619896132415
"FBgn0000709",7.77859314064013,-0.385451856373468,0.000178455115380508,7.56752928282602,7.943845098944,0.385451856373468
"FBgn0000711",8.58207498561036,-0.000406843167335346,0.996607408387975,8.57155371281885,8.57613213828331,0.000406843167335346
"FBgn0000715",5.51071524961707,8.54754583736901,1.72001042400966e-29,6.45593253725684,0,-8.54754583736901
"FBgn0000719",7.32992331022889,0.111677460487901,0.46096140224408,7.37486684545958,7.23085266212793,-0.111677460487901
"FBgn0000721",10.608316176766,-0.903386007989143,3.21412321360868e-16,10.080450037945,10.9696280101279,0.903386007989143
"FBgn0000723",9.43323823445009,-0.320691806531355,0.207030577927541,9.25400938170932,9.44253945257851,0.320691806531355
"FBgn0000810",6.75438587942463,-0.232132804542207,0.138487234183641,6.61916931371139,6.82930041053025,0.232132804542207
"FBgn0000826",2.36190724071374,0.15767812509199,0.743550213759216,2.33780518371128,2.07628032291558,-0.15767812509199
"FBgn0000927",3.22043772908902,-0.20799294887842,0.705246250867264,2.91690779350412,2.9759577789959,0.20799294887842
"FBgn0000928",3.68617799200899,3.37881595943661,1.32282840120498e-06,4.50520138479761,0.825670927760896,-3.37881595943661
"FBgn0000964",2.99097284021999,4.74540043801282,2.41553590003375e-10,3.83207468775946,0.361689074398617,-4.74540043801282
"FBgn0000996",5.60998693551806,0.123236733614491,0.572315595058995,5.64644632919455,5.48546221173362,-0.123236733614491
"FBgn0001075",4.87029907422176,1.14584211001068,0.0234878235412664,5.21662405689256,3.70877735646202,-1.14584211001068
"FBgn0001077",2.91126127469339,2.91206404579804,0.00038462600275769,3.52101464885182,0.603464631628394,-2.91206404579804
"FBgn0001078",6.85904124837659,0.377916632615185,0.00612910402564687,7.01230993565398,6.6461820629244,-0.377916632615185
"FBgn0001079",5.48088964400571,0.363469921632883,0.0429185002072137,5.62967231079121,5.25255102191782,-0.363469921632883
"FBgn0001083",4.81228898085595,3.93144009059906,3.03898213483731e-27,5.66628221024709,1.9263387338031,-3.93144009059906
"FBgn0001084",4.86426526802904,-0.481459187611124,0.0561995231236412,4.58202381158068,4.97073711485712,0.481459187611124
"FBgn0001085",6.17996471383184,-1.93416582254808,9.88821622280142e-24,4.87525707423672,6.80576343616561,1.93416582254808
"FBgn0001086",6.06199845086071,3.92184125004916,0.00805564084005126,6.9244055006258,0.860028508261147,-3.92184125004916
"FBgn0001087",8.04050228319615,-0.407355162958685,0.0110395795188554,7.80973285796324,8.18529149573976,0.407355162958685
"FBgn0001089",9.01144528046212,-1.73533619128596,8.15282688907754e-05,7.79548246806516,9.22130626607304,1.73533619128596
"FBgn0001090",9.45154736135546,5.17833942231635,1.80663447697281e-55,10.3994635415199,4.9529766830794,-5.17833942231635
"FBgn0001091",12.9029947483946,2.48653381002162,1.46949221536537e-107,13.6535581305208,11.1636222807734,-2.48653381002162
"FBgn0001092",11.8353252893721,0.733397165697571,8.4873829956613e-08,12.1528780521021,11.3830723313939,-0.733397165697571
"FBgn0001098",10.8725199043364,1.08769969754373,1.14889873778771e-21,11.3020651608419,10.2140848192292,-1.08769969754373
"FBgn0001099",4.7146097219447,3.43299887822312,1.50957111248575e-13,5.56205056269416,1.65998998173525,-3.43299887822312
"FBgn0001104",7.65267324582164,0.233610009552545,0.509612468925633,7.74469013482976,7.25656943499085,-0.233610009552545
"FBgn0001105",9.61545077938927,0.00254828684757147,0.967109682805344,9.61308871999785,9.61163364364653,-0.00254828684757147
"FBgn0001108",8.91312468943272,0.447662709117742,1.9606274720465e-09,9.11275263166957,8.6690716117866,-0.447662709117742
"FBgn0001112",12.3939808495771,-3.81890510173729,8.80742258063762e-110,9.43800383953973,13.2635628745646,3.81890510173729
"FBgn0001114",8.78773660933598,1.92252663866433,3.3358074916925e-23,9.41111193799069,7.47435454171441,-1.92252663866433
"FBgn0001122",8.26232725115917,1.75946891421437,1.2013608113175e-36,8.86173573684436,7.12235483793456,-1.75946891421437
"FBgn0001123",8.85733477521784,-0.614532649461269,8.65079570272574e-08,8.50337912031381,9.11832607494734,0.614532649461269
"FBgn0001124",10.5600698991333,1.04630311508295,2.64525726321096e-37,10.9841529594697,9.93528575243524,-1.04630311508295
"FBgn0001125",10.584688900027,0.765333866432226,2.78640246812031e-07,10.8954514436615,10.1231949317194,-0.765333866432226
"FBgn0001128",11.5557551422056,0.926192692083695,4.9093846040446e-07,11.9022718390618,10.9834095527937,-0.926192692083695
"FBgn0001133",7.15857345207279,-0.281753342808702,0.000452543788543876,7.01146122693496,7.28539391901503,0.281753342808702
"FBgn0001134",3.1905308780171,2.02244245906604,5.86117977983731e-07,3.75834033065613,1.89790921110717,-2.02244245906604
"FBgn0001137",6.61113123791195,1.17446738563475,8.07669169529747e-15,7.05891197458401,5.89036291024462,-1.17446738563475
"FBgn0001138",3.31145061309314,5.49104468573455,2.05612500281381e-12,4.1526031817964,0.188199003438467,-5.49104468573455
"FBgn0001139",8.78899435317711,-0.31509288160936,0.000430002798734869,8.61933393794684,8.9241834638515,0.31509288160936
"FBgn0001142",9.21069943414586,0.780537877907686,1.97117464439541e-05,9.48638774682568,8.75629859068966,-0.780537877907686
