"mel.both_baseMean","mel.both_log2FoldChange","mel.both_padj","mel.both_f.RE","mel.both_m.RE","log2FoldChange.FM"
"FBgn0000157",5.2674253566433,-6.07556851944535,2.97084435501097e-20,6.12400213130528,0.738020369640602,6.07556851944535
"FBgn0000158",0.397011950567059,-1.47278239964774,0.7336496898383,0.489683896136999,0.566107326400835,1.47278239964774
"FBgn0000163",8.21476993580245,-0.274248187008624,0.0336380955680398,8.33576162779131,8.05140926777619,0.274248187008624
"FBgn0000173",8.93674156584654,0.42106786742362,0.00431890890663865,8.68324321405731,9.11779240902125,-0.42106786742362
"FBgn0000179",1.85872301359546,-0.55678074655909,0.781995031738119,1.64123179352163,0.807180633722245,0.55678074655909
"FBgn0000180",2.01440505919969,0.924343506860126,0.574127958409897,1.16046010745155,1.63691863494084,-0.924343506860126
"FBgn0000181",12.0879621638803,0.483395828095816,1.64996531051563e-05,11.8146533144831,12.294457286268,-0.483395828095816
"FBgn0000183",9.07281395417039,-0.0570832746922249,0.662468787721042,9.09112329630109,9.03322044725891,0.0570832746922249
"FBgn0000212",9.04173396457647,-0.162391827481667,0.117480741298382,9.11592729051749,8.94546347765954,0.162391827481667
"FBgn0000221",5.12800765950648,0.503952483756668,0.0180251198238534,4.81392555958152,5.33428490580555,-0.503952483756668
"FBgn0000228",8.68491130696477,0.58499285508733,3.79140698257938e-07,8.35342200570343,8.93059752261861,-0.58499285508733
"FBgn0000229",7.85930388710134,-0.0880814198961646,0.423429296778755,7.89863285278561,7.80160666949088,0.0880814198961646
"FBgn0000233",5.94329231232022,-8.30986544759182,7.44459214278082e-26,6.83878151670842,0.285858259093995,8.30986544759182
"FBgn0000239",9.13454969021984,-0.354162925183836,1.26207612514216e-05,9.29378648457623,8.94180332040299,0.354162925183836
"FBgn0000241",2.47874508374657,2.24023821060451,0.000133861773323002,1.17870037875442,2.98937717626467,-2.24023821060451
"FBgn0000244",10.5082848118814,-0.40032738693036,0.00164486699290129,10.686360771406,10.2698339169906,0.40032738693036
"FBgn0000246",4.24634071645172,-0.258928989672531,0.614987488914116,4.17756439224646,4.0192574112583,0.258928989672531
"FBgn0000247",8.57445946349448,-0.195013422432349,0.025324602638577,8.66923937149901,8.45864515160304,0.195013422432349
"FBgn0000250",10.4416554562443,-0.654870886226572,0.000121210684973466,10.7104862303536,10.0362495537636,0.654870886226572
"FBgn0000251",2.00573086331822,-4.32478129678654,0.0101718392794842,1.84247195158887,0.880094017844436,4.32478129678654
"FBgn0000253",11.3280672160587,0.238408498898112,0.0756867347204394,11.1845346082208,11.4289155117755,-0.238408498898112
"FBgn0000256",7.27735760873217,-0.227774996700288,0.208360809313306,7.35608901909797,7.39677873491217,0.227774996700288
"FBgn0000257",6.8028159813809,-0.220118729843785,0.0995596549217454,6.89255321774104,6.67989504784652,0.220118729843785
"FBgn0000259",9.36120242265597,0.0135172757585693,0.867429515067604,9.35039307176229,9.36568595637145,-0.0135172757585693
"FBgn0000261",10.5463149955345,0.37531464491253,0.00860956567203664,10.3155250784829,10.7126101798588,-0.37531464491253
"FBgn0000273",10.4016480829074,-0.704640341849074,1.03216808294661e-06,10.6877834421288,9.98578919427839,0.704640341849074
"FBgn0000274",0.771595159797543,0.977422184034339,0.795838450973206,0.420526652478505,1.31383158394919,-0.977422184034339
"FBgn0000276",10.0828974495108,3.26826966461425,8.75447775103985e-11,7.07478603942413,10.854364716204,-3.26826966461425
"FBgn0000277",6.6807073059188,3.0517115105756,0.000287702964940859,3.79098617543151,6.45744197609084,-3.0517115105756
"FBgn0000278",1.33148682774142,-0.637590464142414,0.781995031738119,1.51062506865302,0.855176651125054,0.637590464142414
"FBgn0000279",1.48355979479819,-2.59147421595801,0.271374229293828,1.84179386253776,0.462198761030459,2.59147421595801
"FBgn0000283",9.0098081504177,-0.181874840388913,0.0204385794013317,9.09222408025195,8.91174842980447,0.181874840388913
"FBgn0000286",8.33171563290668,-0.192281277464394,0.0433522511624199,8.42222100892881,8.21761058055482,0.192281277464394
"FBgn0000287",1.53371182453654,-1.0299733479858,0.377377279952628,1.63432837559724,1.3334716524094,1.0299733479858
"FBgn0000289",9.33656828768654,0.015470954360169,0.871661904032838,9.32857959364219,9.33465783808317,-0.015470954360169
"FBgn0000299",12.1830807139275,-3.50579791094866,1.07404159743686e-86,13.022344624851,9.51933635018204,3.50579791094866
"FBgn0000303",1.59681952348868,-0.797672625698669,0.429714093049194,1.80976308472496,0.768749304555211,0.797672625698669
"FBgn0000307",8.60700743292897,-0.48740268145493,4.36226882788066e-08,8.8254994012534,8.33254856455785,0.48740268145493
"FBgn0000308",11.0788996887514,-0.0571295375453926,0.85836428827309,11.0876561189324,10.9402107653702,0.0571295375453926
"FBgn0000316",7.83757324249963,-0.181142402283447,0.136454130150107,7.91884475709717,7.72728515437152,0.181142402283447
"FBgn0000317",9.16586478927586,0.404789682017775,0.00153394225032991,8.93878207334439,9.33168058306388,-0.404789682017775
"FBgn0000318",8.64505915683434,0.236745210989089,0.0210513332112602,8.5182105751073,8.74410324892252,-0.236745210989089
"FBgn0000319",11.8688351004722,-0.265036722453704,0.000112393084542054,11.9936248442635,11.7226953998116,0.265036722453704
"FBgn0000320",1.60817723490063,0.216767015312561,0.849156299200926,1.4605320860054,1.67459358544563,-0.216767015312561
"FBgn0000326",6.6753122824011,-0.910900530327755,1.86042310574e-08,7.04178396024717,6.11212512978372,0.910900530327755
"FBgn0000330",7.55905753060016,0.2647306997824,0.025235809810999,7.41514135798399,7.66794075484899,-0.2647306997824
"FBgn0000339",7.15043944775554,-0.114509330706077,0.634838745937093,7.19000932587651,7.03274906525995,0.114509330706077
"FBgn0000346",4.52900118576908,1.73820149591283,0.0127574572005271,3.30739681021624,4.38464348066082,-1.73820149591283
"FBgn0000351",2.74037095204424,1.23665907548238,0.050789066149404,1.93164008225658,2.90317108743925,-1.23665907548238
"FBgn0000352",5.59281597683277,-0.594879595786495,0.0296353072051797,5.8475359210843,5.13313529502892,0.594879595786495
"FBgn0000355",2.0320238639141,-0.759036551232637,0.714621496598884,1.66568337821342,0.939081736207386,0.759036551232637
"FBgn0000357",1.71337821802279,-2.12451918973252,0.0672023460471022,1.80729682901599,0.665610462477507,2.12451918973252
"FBgn0000359",0.9662740542365,-2.11063071961562,0.161954741704089,1.84876332539322,0.271045256141086,2.11063071961562
"FBgn0000360",1.53478614479958,-3.21001586373023,0.00361680895547687,2.57079459047515,0.288338199172414,3.21001586373023
"FBgn0000370",10.2884378834962,0.173159089453393,0.263702804309846,10.1955467815378,10.3363346013535,-0.173159089453393
"FBgn0000376",6.57186667783325,-0.428027382438812,0.0082586964134494,6.74226971718897,6.32361443073143,0.428027382438812
"FBgn0000377",7.82411510653267,-0.3155201458012,0.000315367315324946,7.96508465054873,7.65385262006368,0.3155201458012
"FBgn0000382",9.95056483318902,-0.551522983184563,0.000161554521327521,10.175896034316,9.62848483665411,0.551522983184563
"FBgn0000384",5.75964335289778,0.390976410672946,0.0402741646516698,5.53016595172126,5.90532510881272,-0.390976410672946
"FBgn0000394",8.28646274876782,-1.72415152112397,1.09474645133791e-23,8.87541128300434,7.15081932723503,1.72415152112397
"FBgn0000395",6.80734313065208,-1.11634516224799,1.20164261509551e-08,7.24346273072507,6.07482898771914,1.11634516224799
"FBgn0000404",5.31919865029566,-1.17025884273688,0.478081651952611,4.18287573184897,2.23939001652295,1.17025884273688
"FBgn0000405",5.81698243676522,-0.957351284777921,0.605775534931445,4.69888216377194,1.91302141661757,0.957351284777921
"FBgn0000406",11.6685143504316,-3.26811621211952,9.78976003045011e-23,12.2674476892069,9.22847065365881,3.26811621211952
"FBgn0000411",4.16531057021941,-2.66844828068815,0.0210468819693258,4.88860702672399,1.00955530478101,2.66844828068815
"FBgn0000412",9.00611147544864,0.680626675360805,9.03872695266649e-14,8.62797515563877,9.29002988321315,-0.680626675360805
"FBgn0000414",9.24559545390396,-0.914006348727999,2.60010742977185e-11,9.61113584719231,8.69772221338859,0.914006348727999
"FBgn0000416",13.5249609703989,-0.0552458229059281,0.723604774165853,13.5455535197744,13.4747867494467,0.0552458229059281
"FBgn0000422",6.11906819902038,-1.55966115841829,8.00358509437746e-05,6.46618151003301,5.06142538125942,1.55966115841829
"FBgn0000426",5.70723206145254,0.716223708155989,1.14301287395523e-05,5.30228617675596,5.99455938165677,-0.716223708155989
"FBgn0000447",8.33726554379844,0.767105487078152,6.2076432358601e-12,7.89904156443937,8.65122297044739,-0.767105487078152
"FBgn0000451",4.23705378395228,-1.07413352096184,0.0318167502718404,4.36931009436101,3.553723220382,1.07413352096184
"FBgn0000454",10.942847337442,1.99647813645184,1.53632805242983e-25,9.59352620194643,11.5636159344346,-1.99647813645184
"FBgn0000455",8.3027308604599,0.24673676723626,0.0141872779693554,8.1692925265191,8.40877756900328,-0.24673676723626
"FBgn0000459",5.55537769698616,-0.437166208133863,0.00309642687126031,5.74055566621194,5.31763975312725,0.437166208133863
"FBgn0000463",6.37609464241426,-3.86813706318478,2.37457955776144e-20,7.22558595693434,3.03495719684009,3.86813706318478
"FBgn0000464",3.6134096451713,0.0500720651062807,0.929272330245228,3.52300354640859,3.47518297066793,-0.0500720651062807
"FBgn0000473",6.15297606324834,-1.57435051760741,0.00387664664656669,6.36488718636024,4.90241950914513,1.57435051760741
"FBgn0000477",7.09887561766251,-1.71990164693147,8.36881582620177e-18,7.68231725845905,5.95205902180396,1.71990164693147
"FBgn0000479",8.47304641607011,0.101240544017646,0.521820359250428,8.39379127673439,8.51831225515079,-0.101240544017646
"FBgn0000482",8.04796336023006,0.824146838888814,2.29695066968893e-14,7.57476684463401,8.38304985221597,-0.824146838888814
"FBgn0000489",9.89987401984022,-1.71255868046618,2.09209613054762e-24,10.4676771566044,8.7874003940547,1.71255868046618
"FBgn0000490",8.11187159723617,-0.794532920726364,2.69460104494111e-11,8.44222921154907,7.6455818705569,0.794532920726364
"FBgn0000492",6.36895713381266,1.90981098544292,1.78247906098301e-09,4.96686051687225,6.98373409988545,-1.90981098544292
"FBgn0000499",7.39902344189078,-0.191585170406699,0.212802188395182,7.49062792023413,7.26397328143208,0.191585170406699
"FBgn0000504",8.64381989201829,-0.921510331575201,9.38175141241655e-13,9.01050989588719,8.10058411681545,0.921510331575201
"FBgn0000520",6.01998940883296,0.0361906046858751,0.879083084110153,5.97138000468854,6.01443753621154,-0.0361906046858751
"FBgn0000524",6.6108487581732,0.169993143938646,0.191342345070463,6.50590860552974,6.68777030155968,-0.169993143938646
"FBgn0000527",4.14784556598766,-0.8871805198709,0.247322046348143,3.70827423532019,3.60071303001412,0.8871805198709
"FBgn0000533",7.55040371588181,-4.97319096871454,6.10153998919277e-62,8.42509386958711,3.49990136972504,4.97319096871454
"FBgn0000536",10.5815004040762,-0.891019755273615,6.49657210877506e-39,10.9550212321476,10.0631462459496,0.891019755273615
"FBgn0000541",9.46576982497945,-0.125488670290098,0.526371036397177,9.50958079817059,9.3650033055192,0.125488670290098
"FBgn0000542",5.68917467147339,1.54109119004616,3.24638638258458e-10,4.67294732139925,6.20130688654853,-1.54109119004616
"FBgn0000543",7.29366225936985,-0.721162698523796,2.1931585256334e-06,7.58831768190826,6.86355624028863,0.721162698523796
"FBgn0000546",7.80558745075423,-0.534892993017561,6.55281864340543e-06,8.02741471912629,7.51156893380266,0.534892993017561
"FBgn0000547",9.11494684087392,0.898510507901034,1.92714336764834e-16,8.58610854472116,9.48115040996925,-0.898510507901034
"FBgn0000557",8.76073818103976,-2.90273001606637,5.68663552783458e-15,9.39022030498281,6.53487612505523,2.90273001606637
"FBgn0000559",15.4652914205674,0.0161862243078451,0.905164592207217,15.4480215810855,15.4628608122733,-0.0161862243078451
"FBgn0000560",3.8309020995341,-4.18277063550102,7.53360436560946e-09,4.60843751505415,0.640336662850797,4.18277063550102
"FBgn0000562",9.74197897445551,-0.679662735773064,3.50367294695162e-06,10.0304303672913,9.32842286011074,0.679662735773064
"FBgn0000565",7.92628177259482,-0.540522606552924,0.00445667429144726,8.16005265533324,7.56660267239766,0.540522606552924
"FBgn0000566",9.37695259113251,0.756425567235784,1.67057960806655e-07,8.94333006550934,9.66732740821198,-0.756425567235784
"FBgn0000567",7.12972415321816,-0.0470209489898083,0.832045181910268,7.13539075769899,7.07031155161865,0.0470209489898083
"FBgn0000568",9.04889276844928,0.136707802888734,0.563465502932492,8.96020965280761,9.05712341484719,-0.136707802888734
"FBgn0000575",9.30241912778307,-1.24556013737705,6.4400147223894e-16,9.78267433089366,8.50782864260435,1.24556013737705
"FBgn0000576",5.23753720073347,-4.66649665539912,7.72578812704658e-20,6.01155978883818,1.74791687533297,4.66649665539912
"FBgn0000577",6.4824170068718,1.23801385351415,0.00150009213631218,5.55731220912537,6.83258176242183,-1.23801385351415
"FBgn0000578",7.21030792299942,0.648864471235097,0.00338113661416067,6.84245784960582,7.41206226846362,-0.648864471235097
"FBgn0000579",12.5629683832829,-0.878651776398244,4.77603748000757e-12,12.9101587106579,12.0476015551901,0.878651776398244
"FBgn0000581",9.09674306755802,0.137606303276195,0.406540330343369,9.00480956854434,9.1455848685385,-0.137606303276195
"FBgn0000588",3.80675067080081,-1.50311825403044,0.00119615467700928,4.24053304649628,2.57194431474169,1.50311825403044
"FBgn0000592",14.7389691767124,4.58071723656524,4.0786604058081e-80,10.9854918498479,15.6432285276803,-4.58071723656524
"FBgn0000594",4.25182814925987,2.4175322695009,0.000306467258010701,2.2785496146395,4.67027707223395,-2.4175322695009
"FBgn0000611",9.29603108727116,-0.252340993857433,0.0145719124937691,9.41084657441572,9.15105849031749,0.252340993857433
"FBgn0000615",4.57786172546463,-1.70434744139715,0.00174317666604987,4.96025710547738,4.09035312120354,1.70434744139715
"FBgn0000617",6.40415543820925,0.613937592435616,7.50038956377602e-06,6.05019833034392,6.6616086144254,-0.613937592435616
"FBgn0000618",5.87969827778601,1.0858204687257,9.61441037360173e-10,5.22747591642769,6.28639546628068,-1.0858204687257
"FBgn0000625",5.00369841651345,4.75809077001183,3.94925362944318e-17,1.33804708176992,5.70226974541333,-4.75809077001183
"FBgn0000629",7.51832208113419,-0.230535092582786,0.106923577592825,7.6052645138127,7.39098020341421,0.230535092582786
"FBgn0000633",3.63260292648769,0.965203281043768,0.0800415513434429,3.0013195436306,3.72497885160124,-0.965203281043768
"FBgn0000635",8.51873830904108,-0.67920798727973,7.99550741029469e-08,8.80367928247511,8.12355516675725,0.67920798727973
"FBgn0000636",9.03044600859279,-0.0790276073327228,0.829831561792981,9.05495724569581,8.82662086640119,0.0790276073327228
"FBgn0000644",2.18786171583095,0.422050713500149,0.57156368751811,1.97600912329748,1.98660440344982,-0.422050713500149
"FBgn0000658",3.394735527609,0.917640669031318,0.0333111750268065,2.81388254368722,3.64628852014749,-0.917640669031318
"FBgn0000662",8.10474697771678,0.237389039781204,0.0446250393560365,7.96057965141433,8.21476871749182,-0.237389039781204
"FBgn0000667",11.0810792541614,-1.74367617525958,1.40145767427139e-43,11.6899565564688,9.93904458222801,1.74367617525958
"FBgn0000709",8.04264973767773,-0.247166076087088,0.0117972572577832,8.15557374216607,7.90327890992073,0.247166076087088
"FBgn0000711",8.45144960699517,0.183375148666148,0.0351546764725112,8.34917564647019,8.53550609794579,-0.183375148666148
"FBgn0000719",7.56050777125761,-0.602152976166542,0.000120359761014147,7.81506747921191,7.19040643290154,0.602152976166542
"FBgn0000721",11.3123790797821,-0.654578324250342,8.15768434903593e-06,11.5754078949716,10.928917030976,0.654578324250342
"FBgn0000723",9.12534383313898,1.00829841699657,0.000409481197443754,8.49483953701341,9.40187157050511,-1.00829841699657
"FBgn0000810",7.32014498012882,-0.874030580179839,4.32336320573949e-07,7.66467534245409,6.78894327188309,0.874030580179839
"FBgn0000826",2.20046073694818,0.160400307834776,0.828084441746085,2.02712314186884,2.0501561480666,-0.160400307834776
"FBgn0000927",3.4528414195974,-0.383307146178694,0.805847913787688,2.15469948663523,2.94276429369642,0.383307146178694
"FBgn0000928",0.233587012711449,1.39671685857149,0.745758147405867,0,0.821262071031469,-1.39671685857149
"FBgn0000964",3.83727394579588,-5.73295277152402,2.46652700310167e-11,4.5870983047661,0.358942609839086,5.73295277152402
"FBgn0000996",5.36623801781997,0.315652027700646,0.266984344924589,5.16942571132043,5.44576142923586,-0.315652027700646
"FBgn0001075",3.81904192700588,0.939633583919577,0.168569062939241,3.15767364189305,3.67276282700271,-0.939633583919577
"FBgn0001078",6.69474477123318,-0.150210361883731,0.289580600466507,6.75523209715896,6.6058464330162,0.150210361883731
"FBgn0001079",5.76608126096713,-0.907853553499982,2.45033524694126e-07,6.12892949929376,5.21297561638297,0.907853553499982
"FBgn0001083",2.72452201867588,-1.15414420512138,0.0921512177444027,2.91915412287531,1.89669280030376,1.15414420512138
"FBgn0001084",4.76624006144833,0.615147313929594,0.0512795485153707,4.37632876212123,4.93135439244427,-0.615147313929594
"FBgn0001085",6.18038143058272,1.72858115928174,9.30861442155156e-19,5.03420575521782,6.76537142887804,-1.72858115928174
"FBgn0001086",0.659087439633061,-2.35155332859647,0.270246933105298,0.919045366166945,0.86012290994288,2.35155332859647
"FBgn0001087",8.08101806399939,0.227327621089966,0.198800828445271,7.95706484471296,8.1447063067829,-0.227327621089966
"FBgn0001089",10.540115886965,-1.52093751695482,0.000802661084805378,11.0069432281965,9.18066755434928,1.52093751695482
"FBgn0001090",6.42395040192098,-1.86129600593167,7.52900633694114e-06,6.99261599193888,4.91407608066143,1.86129600593167
"FBgn0001091",11.9506920668864,-1.32981717472326,3.12831929016855e-14,12.4103093103934,11.1229080707428,1.32981717472326
"FBgn0001092",12.0812931940835,-1.16995357753064,2.63389318666899e-11,12.5171969982046,11.3423559823017,1.16995357753064
"FBgn0001098",10.6878268195488,-0.873831928887217,1.96353266959444e-08,11.0186127579168,10.1733863090298,0.873831928887217
"FBgn0001099",1.98164647457929,1.05150199916288,0.305698408098189,1.485539548729,1.64191113701486,-1.05150199916288
"FBgn0001104",7.76858748268015,-0.513153059051662,0.201187204929561,7.97929436607066,7.21614657088389,0.513153059051662
"FBgn0001105",9.68630698440933,-0.218790484063144,0.000427298787527828,9.7871294307348,9.57095397981842,0.218790484063144
"FBgn0001108",8.98970546776908,-0.648242662714967,1.85035288950052e-30,9.27413491502142,8.62844161607714,0.648242662714967
"FBgn0001112",12.253296468015,10.391005297409,0,2.94786491540607,13.2228355066397,-10.391005297409
"FBgn0001114",10.7084035094994,-4.14655426518626,2.62125427773816e-115,11.5979264220256,7.43385756796791,4.14655426518626
"FBgn0001120",2.76500957114717,-4.28042937794932,0.0400878851030258,2.25254656019915,0.27834308378603,4.28042937794932
"FBgn0001122",7.90978160413462,-1.34056326973393,7.20602117702457e-33,8.41607173607398,7.08191329166379,1.34056326973393
"FBgn0001123",8.93153406462331,0.339470892761864,0.000422026552039753,8.74861606064045,9.07766762586983,-0.339470892761864
"FBgn0001124",10.2151007488899,-0.567044108457876,0.000234425813124058,10.4304629237818,9.89459764972403,0.567044108457876
"FBgn0001125",10.9701022485508,-1.39433699614894,3.1059691542464e-08,11.3820533965542,10.0825003792643,1.39433699614894
"FBgn0001128",11.8091241192654,-1.35630674165926,1.58760720877349e-22,12.3227801051911,10.9426979047764,1.35630674165926
"FBgn0001133",7.27764990426348,-0.0531138955243624,0.604632165195341,7.30305024127235,7.24492489318736,0.0531138955243624
"FBgn0001134",1.5050625633366,2.86275634095239,0.0100548977457559,0.356024896225378,1.86695902231285,-2.86275634095239
"FBgn0001137",7.39192965958557,-2.25805365077043,1.24205056823153e-50,8.09581193315813,5.85031922959987,2.25805365077043
"FBgn0001139",8.77050899028572,0.261281579325077,0.0224434095193003,8.62096574062124,8.8835364696055,-0.261281579325077
"FBgn0001142",9.08455035238029,-0.641172505685398,0.000510687707279726,9.31352741820888,8.71566086919347,0.641172505685398
"FBgn0001145",11.2434781541122,-1.16958683612362,5.83828842695669e-15,11.6733334671245,10.5319522196901,1.16958683612362
"FBgn0001147",7.76418787408739,3.11302945321035,5.48065806420811e-51,5.42781959991472,8.5810609171275,-3.11302945321035
"FBgn0001148",5.93907751408968,3.10419147384052,4.66048979994063e-46,3.71472479886452,6.73262780488265,-3.10419147384052
"FBgn0001149",12.7482594162549,0.921453683848925,4.66624247072869e-08,12.1842941849556,13.1022328659039,-0.921453683848925
"FBgn0001150",1.73010279314527,-0.0658809492238274,0.966145610786721,1.26727182888872,1.43658442530532,0.0658809492238274
"FBgn0001168",9.94116339008438,0.213268067736848,0.486282346534639,9.78968846697912,9.94077795112157,-0.213268067736848
"FBgn0001169",7.42621681222147,0.399394882663638,0.00246907926249512,7.20785198452601,7.58763500526045,-0.399394882663638
"FBgn0001179",6.53796427827984,0.149326071466786,0.398852211832475,6.4458050314878,6.583975664866,-0.149326071466786
"FBgn0001180",6.27332786424124,-1.70666730294831,1.36963848232236e-13,6.86111346511296,5.07365167073158,1.70666730294831
"FBgn0001185",6.2357511034627,-0.185150181121581,0.30401153795978,6.3027390942698,6.12432100635379,0.185150181121581
"FBgn0001186",12.6516296336584,-1.21681528526446,3.85624319951679e-29,13.1182848460071,11.9090033431147,1.21681528526446
"FBgn0001187",9.28304420942714,-2.58428263377342,2.22704335464495e-21,9.99601540690119,7.35987879407409,2.58428263377342
"FBgn0001189",9.23152603683845,0.24966348251595,0.0243499734877487,9.09802186513894,9.33248357444891,-0.24966348251595
"FBgn0001197",8.05245726963603,0.527954163246803,0.00013130765295411,7.75446878217353,8.26661331119483,-0.527954163246803
"FBgn0001202",8.05190182263589,-0.165385192455012,0.0663130817106265,8.12576705972175,7.96089489891742,0.165385192455012
"FBgn0001206",5.77121566198876,0.131606641967096,0.50799204643946,5.67775920462483,5.82403141759471,-0.131606641967096
"FBgn0001208",8.96354989873476,-2.87559667424119,1.65306015675256e-39,9.70661781679274,6.87003992914329,2.87559667424119
